property_id,location_id,page_url,property_type,price,price_bin,location,city,province_name,locality,latitude,longitude,baths,area,area_marla,area_sqft,purpose,bedrooms,date_added,year,month,day,agency,agent
265,1025,https://www.zameen.com/Property/karachi_north_nazimabad_265.html,Penthouse,8976000.0,8M - 20M,"North Nazimabad, Karachi",Karachi,Sindh,North Nazimabad,24.85414,66.956013,2,10.22 Marla,10.22,2782.39,For Sale,3,2021-02-01,2021,2,1,Metro Homes Realty,Fatima Raza
266,1026,https://www.zameen.com/Property/islamabad_gulberg_greens_266.html,Room,462800.0,Rental,"Gulberg Greens, Islamabad",Islamabad,Islamabad Capital Territory,Gulberg Greens,33.649628,73.077406,1,15.25 Marla,15.25,4151.81,For Rent,1,2022-03-13,2022,3,13,Prime Estate Consultants,Kashif Aslam
267,1027,https://www.zameen.com/Property/rawalpindi_bahria_town_rawalpindi_267.html,Upper Portion,467600.0,Rental,"Bahria Town Rawalpindi, Rawalpindi",Rawalpindi,Punjab,Bahria Town Rawalpindi,33.607576,73.08085,2,12.87 Marla,12.87,3503.86,For Rent,3,2021-05-08,2021,5,8,Zameen Estate Hub,Sara Javed
268,1028,https://www.zameen.com/Property/faisalabad_madina_town_268.html,Farm House,6567000.0,3M - 8M,"Madina Town, Faisalabad",Faisalabad,Punjab,Madina Town,31.488277,73.148284,6,7.31 Marla,7.31,1990.15,For Sale,6,2020-11-28,2020,11,28,Metro Homes Realty,Fatima Iqbal
269,1029,https://www.zameen.com/Property/faisalabad_susan_road_269.html,Upper Portion,6958000.0,3M - 8M,"Susan Road, Faisalabad",Faisalabad,Punjab,Susan Road,31.504902,73.195239,6,8.3 Marla,8.3,2259.68,For Sale,6,2022-01-08,2022,1,8,Prime Estate Consultants,Usman Chaudhry
270,1030,https://www.zameen.com/Property/karachi_gulshan-e-iqbal_270.html,House,9039000.0,8M - 20M,"Gulshan-e-Iqbal, Karachi",Karachi,Sindh,Gulshan-e-Iqbal,24.837545,67.040174,5,10.45 Marla,10.45,2845.01,For Sale,5,2021-10-06,2021,10,6,City Housing Marketing,Bilal Sheikh
271,1031,https://www.zameen.com/Property/islamabad_f-10_271.html,Penthouse,463300.0,Rental,"F-10, Islamabad",Islamabad,Islamabad Capital Territory,F-10,33.755488,72.979295,3,11.43 Marla,11.43,3111.82,For Rent,3,2023-04-12,2023,4,12,Graana Real Estate,Kashif Aslam
272,1032,https://www.zameen.com/Property/karachi_north_nazimabad_272.html,House,620600.0,Rental,"North Nazimabad, Karachi",Karachi,Sindh,North Nazimabad,24.846171,67.012205,4,15.09 Marla,15.09,4108.25,For Rent,4,2019-09-10,2019,9,10,Zameen Estate Hub,Ayesha Raza
273,1033,https://www.zameen.com/Property/rawalpindi_dha_phase_2_rawalpindi_273.html,Upper Portion,250700.0,Rental,"DHA Phase 2 Rawalpindi, Rawalpindi",Rawalpindi,Punjab,DHA Phase 2 Rawalpindi,33.557429,72.970401,4,7.39 Marla,7.39,2011.93,For Rent,4,2019-12-26,2019,12,26,Aiwan-e-Property,Ahmed Khan
274,1034,https://www.zameen.com/Property/karachi_north_nazimabad_274.html,Penthouse,2423000.0,Under 3M,"North Nazimabad, Karachi",Karachi,Sindh,North Nazimabad,24.786736,66.953006,3,4.63 Marla,4.63,1260.52,For Sale,4,2022-10-24,2022,10,24,Metro Homes Realty,Fatima Khan
275,1035,https://www.zameen.com/Property/islamabad_dha_islamabad_275.html,Upper Portion,792600.0,Rental,"DHA Islamabad, Islamabad",Islamabad,Islamabad Capital Territory,DHA Islamabad,33.625029,73.029268,6,23.45 Marla,23.45,6384.26,For Rent,6,2020-10-16,2020,10,16,Zameen Estate Hub,Hassan Butt
276,1036,https://www.zameen.com/Property/faisalabad_jaranwala_road_276.html,Flat,2075000.0,Under 3M,"Jaranwala Road, Faisalabad",Faisalabad,Punjab,Jaranwala Road,31.512476,73.214276,3,2.88 Marla,2.88,784.08,For Sale,3,2024-09-08,2024,9,8,Prime Estate Consultants,Hassan Iqbal
277,1037,https://www.zameen.com/Property/islamabad_f-10_277.html,Upper Portion,166700.0,Rental,"F-10, Islamabad",Islamabad,Islamabad Capital Territory,F-10,33.685141,72.987606,4,7.63 Marla,7.63,2077.27,For Rent,4,2019-06-22,2019,6,22,Zameen Estate Hub,Ahmed Aslam
278,1038,https://www.zameen.com/Property/lahore_johar_town_278.html,Farm House,17342000.0,8M - 20M,"Johar Town, Lahore",Lahore,Punjab,Johar Town,31.51149,74.298475,5,25.62 Marla,25.62,6975.05,For Sale,5,2018-03-22,2018,3,22,Graana Real Estate,Bilal Iqbal
279,1039,https://www.zameen.com/Property/islamabad_f-10_279.html,Farm House,1950000.0,Under 3M,"F-10, Islamabad",Islamabad,Islamabad Capital Territory,F-10,33.671412,73.11168,6,2.88 Marla,2.88,784.08,For Sale,6,2021-01-10,2021,1,10,Prime Estate Consultants,Kashif Chaudhry
280,1000,https://www.zameen.com/Property/faisalabad_eden_valley_280.html,House,3767000.0,3M - 8M,"Eden Valley, Faisalabad",Faisalabad,Punjab,Eden Valley,31.417656,73.061305,5,5.0 Marla,5.0,1361.25,For Sale,5,2023-11-13,2023,11,13,Zameen Estate Hub,Hassan Iqbal
281,1001,https://www.zameen.com/Property/rawalpindi_dha_phase_2_rawalpindi_281.html,Farm House,200700.0,Rental,"DHA Phase 2 Rawalpindi, Rawalpindi",Rawalpindi,Punjab,DHA Phase 2 Rawalpindi,33.508963,72.951313,1,11.36 Marla,11.36,3092.76,For Rent,1,2019-03-29,2019,3,29,Skyline Properties,Kashif Farooq
282,1002,https://www.zameen.com/Property/faisalabad_wapda_city_282.html,Farm House,4263000.0,3M - 8M,"Wapda City, Faisalabad",Faisalabad,Punjab,Wapda City,31.50676,73.112634,4,10.29 Marla,10.29,2801.45,For Sale,4,2018-07-25,2018,7,25,Graana Real Estate,Sara Khan
283,1003,https://www.zameen.com/Property/islamabad_f-10_283.html,Farm House,1808000.0,Under 3M,"F-10, Islamabad",Islamabad,Islamabad Capital Territory,F-10,33.64733,73.085191,1,2.71 Marla,2.71,737.8,For Sale,2,2021-09-08,2021,9,8,Aiwan-e-Property,Zainab Aslam
284,1004,https://www.zameen.com/Property/islamabad_g-13_284.html,Flat,11397000.0,8M - 20M,"G-13, Islamabad",Islamabad,Islamabad Capital Territory,G-13,33.622489,73.079287,3,16.39 Marla,16.39,4462.18,For Sale,3,2023-05-13,2023,5,13,Skyline Properties,Fatima Chaudhry
285,1005,https://www.zameen.com/Property/lahore_wapda_town_285.html,Flat,7628000.0,3M - 8M,"Wapda Town, Lahore",Lahore,Punjab,Wapda Town,31.445011,74.388214,6,21.21 Marla,21.21,5774.42,For Sale,6,2022-04-05,2022,4,5,Skyline Properties,Hassan Aslam
286,1006,https://www.zameen.com/Property/karachi_bahria_town_karachi_286.html,Lower Portion,9963000.0,8M - 20M,"Bahria Town Karachi, Karachi",Karachi,Sindh,Bahria Town Karachi,24.896504,66.956938,1,14.82 Marla,14.82,4034.74,For Sale,1,2018-02-20,2018,2,20,City Housing Marketing,Imran Aslam
287,1007,https://www.zameen.com/Property/islamabad_pwd_housing_scheme_287.html,Room,1992000.0,Under 3M,"PWD Housing Scheme, Islamabad",Islamabad,Islamabad Capital Territory,PWD Housing Scheme,33.738645,73.057235,1,4.93 Marla,4.93,1342.19,For Sale,1,2021-11-17,2021,11,17,City Housing Marketing,Fatima Chaudhry
288,1008,https://www.zameen.com/Property/faisalabad_wapda_city_288.html,House,5705000.0,3M - 8M,"Wapda City, Faisalabad",Faisalabad,Punjab,Wapda City,31.408943,73.210223,4,7.01 Marla,7.01,1908.47,For Sale,4,2018-11-03,2018,11,3,Skyline Properties,Zainab Raza
289,1009,https://www.zameen.com/Property/lahore_gulberg_289.html,Flat,7988000.0,3M - 8M,"Gulberg, Lahore",Lahore,Punjab,Gulberg,31.511931,74.297693,2,14.71 Marla,14.71,4004.8,For Sale,2,2024-06-05,2024,6,5,Metro Homes Realty,Bilal Farooq
290,1010,https://www.zameen.com/Property/rawalpindi_bahria_town_rawalpindi_290.html,House,2311000.0,Under 3M,"Bahria Town Rawalpindi, Rawalpindi",Rawalpindi,Punjab,Bahria Town Rawalpindi,33.575073,73.041635,1,3.03 Marla,3.03,824.92,For Sale,1,2024-12-10,2024,12,10,City Housing Marketing,Usman Javed
291,1011,https://www.zameen.com/Property/rawalpindi_satellite_town_291.html,Upper Portion,325100.0,Rental,"Satellite Town, Rawalpindi",Rawalpindi,Punjab,Satellite Town,33.503344,73.058391,2,8.55 Marla,8.55,2327.74,For Rent,3,2024-09-23,2024,9,23,Metro Homes Realty,Hassan Farooq
292,1012,https://www.zameen.com/Property/karachi_dha_phase_8_292.html,Upper Portion,3133000.0,3M - 8M,"DHA Phase 8, Karachi",Karachi,Sindh,DHA Phase 8,24.797814,67.018836,2,10.1 Marla,10.1,2749.72,For Sale,3,2019-11-04,2019,11,4,Metro Homes Realty,Sara Iqbal
293,1013,https://www.zameen.com/Property/karachi_dha_phase_8_293.html,Penthouse,9863000.0,8M - 20M,"DHA Phase 8, Karachi",Karachi,Sindh,DHA Phase 8,24.904243,66.993181,1,21.3 Marla,21.3,5798.93,For Sale,2,2022-08-25,2022,8,25,Graana Real Estate,Kashif Malik
294,1014,https://www.zameen.com/Property/faisalabad_eden_valley_294.html,Flat,130000.0,Rental,"Eden Valley, Faisalabad",Faisalabad,Punjab,Eden Valley,31.481091,73.082784,1,3.02 Marla,3.02,822.2,For Rent,1,2024-07-24,2024,7,24,Metro Homes Realty,Imran Chaudhry
295,1015,https://www.zameen.com/Property/karachi_dha_phase_8_295.html,Lower Portion,10647000.0,8M - 20M,"DHA Phase 8, Karachi",Karachi,Sindh,DHA Phase 8,24.935979,66.993555,4,12.01 Marla,12.01,3269.72,For Sale,4,2020-10-13,2020,10,13,Aiwan-e-Property,Fatima Raza
296,1016,https://www.zameen.com/Property/karachi_clifton_296.html,Lower Portion,19386000.0,8M - 20M,"Clifton, Karachi",Karachi,Sindh,Clifton,24.814254,67.035402,5,23.99 Marla,23.99,6531.28,For Sale,6,2024-03-17,2024,3,17,City Housing Marketing,Ayesha Sheikh
297,1017,https://www.zameen.com/Property/islamabad_gulberg_greens_297.html,Flat,172900.0,Rental,"Gulberg Greens, Islamabad",Islamabad,Islamabad Capital Territory,Gulberg Greens,33.681259,73.059202,5,7.01 Marla,7.01,1908.47,For Rent,6,2019-04-18,2019,4,18,Skyline Properties,Hassan Javed
298,1018,https://www.zameen.com/Property/rawalpindi_satellite_town_298.html,Penthouse,1011000.0,Under 3M,"Satellite Town, Rawalpindi",Rawalpindi,Punjab,Satellite Town,33.642465,73.046242,1,3.01 Marla,3.01,819.47,For Sale,1,2018-08-20,2018,8,20,Zameen Estate Hub,Usman Chaudhry
299,1019,https://www.zameen.com/Property/karachi_dha_phase_8_299.html,Farm House,331500.0,Rental,"DHA Phase 8, Karachi",Karachi,Sindh,DHA Phase 8,24.899486,67.010903,1,8.41 Marla,8.41,2289.62,For Rent,1,2019-02-24,2019,2,24,Prime Estate Consultants,Imran Sheikh
300,1020,https://www.zameen.com/Property/karachi_north_nazimabad_300.html,Penthouse,276700.0,Rental,"North Nazimabad, Karachi",Karachi,Sindh,North Nazimabad,24.899687,66.953594,1,10.39 Marla,10.39,2828.68,For Rent,1,2021-07-04,2021,7,4,Prime Estate Consultants,Ahmed Khan
